Kids,HouseholdSize,Sex,Vehicles,Food,Housing,Alcohol,Debt,income_category
0,1,male,1,52.472,352.85,16.201,54.989,Medium
3,5,male,1,48.5,274.96,25.022,52.331,Medium
2,4,male,1,61.562,260.18,13.03,78.659,Medium
1,3,male,0,81.1,406.7,11.78,70.543,High
0,2,male,4,53.075,379.95,18.356,60.626,Medium
1,3,male,1,49.347,282.88,17.934,69.622,Medium
2,3,male,1,50.675,296.07,20.404,80.583,Medium
0,2,male,1,55.886,342.45,16.862,48.402,Medium
0,3,male,2,67.512,284.28,12.127,51.658,Low
1,3,male,4,46.728,328.48,17.346,37.349,High
1,3,female,1,51.57,240.17,18.187,44.713,Medium
0,1,male,1,60.252,263.02,14.045,49.638,Low
1,3,female,2,47.08,338.41,21.006,75.921,Medium
0,2,male,1,62.384,283.83,16.509,63.952,Medium
1,2,female,0,45.156,428.68,17.974,75.626,Low
0,2,male,2,55.579,258.91,15.471,60.99,Medium
2,4,male,1,66.24,393.23,22.458,68.464,Medium
0,2,male,2,50.576,310.36,22.759,67.171,Medium
0,2,male,1,77.323,391.74,13.021,60.111,Low
1,3,female,2,60.416,306.71,17.129,16.758,Medium
0,2,male,1,69.16,367.58,17.685,42.793,Medium
0,2,male,1,70.492,375.5,16.304,51.029,Low
1,3,female,1,55.941,318.11,14.84,47.157,Medium
0,1,female,0,53.177,295.97,21.197,82.515,Low
0,1,male,2,46.358,321.27,14.588,30.04,Low
0,2,male,1,88.732,399.34,18.132,83.912,Medium
0,4,male,1,64.081,278.24,16.155,87.445,Medium
0,2,female,2,42.962,291.87,17.632,47.733,Low
2,5,male,3,76.691,399,20.88,63.002,Medium
1,3,female,1,68.743,397.64,10.063,78.507,Medium
0,2,female,0,56.851,287.82,17.945,81.734,High
4,5,female,1,73.458,329.85,18.16,78.605,Medium
0,1,female,0,50.631,294.23,22.987,71.474,Medium
0,1,female,2,58.061,299.93,18.53,63.098,Low
0,4,male,1,65.007,360.67,11.414,63.351,Medium
0,2,male,1,52.007,248.79,21.041,71.69,Low
0,1,male,1,48.741,376.13,12.436,53.373,Medium
2,4,female,0,59.315,354.34,23.02,38.801,Medium
1,6,female,0,29.3,239.73,18.953,47.632,Medium
0,6,male,1,71.868,373.22,17.118,37.183,Medium
0,1,female,0,52.156,309.85,15.497,62.059,Medium
2,4,male,2,69.014,331.28,19.601,70.067,High
1,3,male,0,32.698,328.74,18.099,56.424,Medium
0,1,male,1,44.002,289.55,17.648,66.892,Medium
0,2,male,2,51.102,408.29,16.058,58.758,Medium
1,2,female,1,61.326,276.4,20.469,69.655,Medium
0,3,male,2,63.67,370.36,19.776,35.995,Medium
0,2,male,4,75.744,415.68,16.678,45.374,Medium
0,2,male,3,49.665,396.88,17.875,49.202,Medium
0,3,female,0,60.738,373.8,17.71,55.387,Medium
0,1,female,1,83.971,352.59,20.038,60.062,Medium
1,3,female,2,46.377,242.97,20.754,78.073,Medium
2,3,male,0,51.299,263.85,16.501,65.192,Low
2,4,male,0,56.866,417.4,19.284,0,Medium
0,2,male,2,61.011,354.98,19.995,67.288,Medium
0,1,male,1,63.677,340.98,9.187,53.172,Medium
1,3,male,1,70.139,299.32,15.923,38.71,Medium
0,2,male,0,48.067,313,17.266,79.373,Medium
0,2,male,3,50.392,330.5,17.676,54.813,Medium
0,1,female,2,43.898,320.08,15.302,76.92,Medium
0,1,male,1,46.201,265.49,15.318,62.361,Medium
0,1,male,1,34.672,344.68,13.532,64.27,Medium
0,3,male,2,64.503,277.19,16.251,37.189,Medium
2,4,male,0,64.184,333.37,14.316,101.458,Medium
0,2,male,1,91.1,330.32,14.75,48.882,Medium
0,2,male,1,37.255,243.38,20.297,87.729,High
3,4,female,1,84.779,337.94,16.917,28.897,Low
1,3,male,0,50.907,284.41,16.035,23.036,Medium
6,8,male,1,47.326,365.95,11.178,0,Medium
1,4,male,1,63.863,341.78,19.343,60.426,Medium
0,2,male,3,67.131,247.29,19.562,48.703,Low
0,4,male,1,62.382,266.35,18.137,46.48,Medium
0,2,male,1,47.675,258.25,12.916,67.638,Medium
0,2,male,2,52.256,286.65,16.486,68.75,Low
0,1,female,0,38.872,249.82,18.634,93.039,Low
0,2,male,0,56.226,285.68,18.273,64.289,Low
1,3,male,1,82.266,325.28,16.391,84.672,Medium
2,4,male,3,62.561,297.15,20.264,79.944,High
2,4,male,1,73.306,340.7,18.487,93.033,Medium
0,2,female,3,53.694,309.99,13.439,74.882,Medium
1,3,male,1,69.735,241.73,19.745,97.357,Medium
0,1,female,3,57.718,259.3,15.226,43.221,Medium
0,1,male,1,54.365,235.38,23.143,98.855,Medium
0,2,male,1,71.743,369.83,12.375,45.457,Medium
0,2,male,1,40.077,247.26,15.866,65.752,High
2,4,male,0,47.699,386.94,11.696,55.397,High
0,1,female,1,43.238,327.59,16.321,64.004,Medium
0,3,male,2,73.453,404.91,16.911,54.935,Medium
2,4,female,0,41.247,422.01,14.884,77.476,Medium
2,4,male,0,48.899,407.71,13.971,52.332,High
0,2,male,0,36.157,237.67,19.482,77.104,Medium
1,3,male,0,44.035,294.66,15.981,47.031,Medium
0,2,male,1,64.801,276.76,15.213,59.078,High
0,1,female,2,57.602,325.67,16.982,69.728,Medium
0,2,male,1,59.958,323.67,14.23,46.523,Medium
1,3,female,1,47.066,264.73,12.574,50.114,High
0,1,female,2,53.191,400.36,17.759,0,Low
0,2,male,2,72.46,351,18.763,63.652,Medium
0,1,female,0,51.716,268.94,17.62,76.76,Medium
0,2,female,4,58.687,470.85,17.543,75.732,Medium
0,4,male,1,56.69,327.45,21.963,75.163,Medium
0,1,male,1,72.365,328.49,12.528,74.343,Medium
0,2,male,1,60.894,323.86,15.117,112.479,Low
0,2,female,0,45.696,319.18,17.679,62.304,Medium
0,2,male,3,45.231,270.33,13.949,64.67,Medium
0,3,male,0,27.241,194.28,18.716,60.971,Low
2,5,female,0,51.616,291.79,17.648,59.795,Medium
0,1,male,1,70.587,308.15,19.956,64.724,Medium
0,1,male,1,57.406,337.93,16.894,71.877,Low
0,1,female,1,87.874,429.35,17.172,69.108,Medium
0,2,female,2,64.163,409.14,18.692,74.074,Medium
0,2,male,2,63.872,306.41,14.735,47.046,High
0,1,female,0,61.424,295.54,11.839,29.93,Medium
0,2,male,1,48.393,349.97,19.508,61.699,Medium
0,2,male,1,51.603,267.37,20.277,67.42,High
0,2,female,1,68.226,380.24,18.993,44.34,Low
5,8,male,0,56.42,303.63,18.278,58.576,Medium
0,2,female,1,51.769,327.54,19.634,77.08,Low
0,1,female,1,54.355,265.31,19.51,90.235,Medium
0,2,male,1,40.734,226.74,19.562,42.385,High
2,4,male,0,58.973,397.34,19.507,51.034,Low
0,1,female,2,12.25,249.87,10.986,54.81,Low
0,1,female,1,58.395,288.3,13.551,83.652,Medium
5,7,male,1,62.787,312.98,13.864,61.809,Medium
0,2,female,1,49.529,325.83,16.838,53.772,High
1,3,male,1,30.669,294.99,18.912,55.745,Medium
0,4,female,0,48.284,312.99,15.323,41.107,High
0,2,male,1,42.456,240.31,21.315,44.943,High
0,1,male,1,74.476,328.81,14.967,47.958,Low
0,2,male,2,60.842,321.95,18.975,75.09,Low
1,4,male,1,52.8,293.21,20.278,80.113,Medium
0,3,male,0,63.769,340.97,18.427,61.061,Medium
0,2,male,0,40.892,251.72,20.263,56.106,Medium
0,1,female,0,67.872,318.56,17.461,56.221,Medium
2,3,female,2,54.495,289.13,16.008,42.274,Medium
0,2,male,1,56.015,268.81,14.257,51.008,Medium
0,3,female,0,57.505,331.63,21.785,45.745,Medium
0,2,female,1,38.937,240.03,21.664,0,Medium
3,5,male,2,41.825,275.73,15.921,60.847,Medium
0,2,female,1,41.151,263.11,20.19,0,Medium
0,2,male,1,29.167,319.28,17.398,43.73,Medium
2,4,male,0,38.619,292.69,12.875,59.424,Low
2,4,female,1,73.329,316.73,16.264,68.204,Medium
2,3,female,2,56.56,319.55,20.307,57.793,Low
0,1,female,1,47.737,247.89,15.871,55.403,Low
1,3,male,1,71.915,295.86,16.627,50.569,Medium
1,3,male,2,66.178,330.88,16.49,83.489,Medium
1,2,female,1,69.986,424.02,25.075,0,Low
2,4,male,2,50.625,311.4,21.882,71.814,Medium
1,3,female,0,42.484,290.9,18.91,56.369,Medium
0,2,male,1,45.82,261.53,12.782,27.258,Medium
0,2,female,2,63.695,273.87,19.386,65.004,High
0,3,male,1,44.103,251.05,17.16,65.996,Medium
2,3,female,0,62.92,345.35,18.164,90.997,Medium
3,4,female,0,61.402,276.64,18.238,60.418,Low
3,5,male,2,65.197,347.16,17.266,80.012,Medium
1,2,male,2,66.263,347.44,16.934,52.763,Medium
0,2,female,1,61.735,341.29,12.318,43.795,Low
2,4,male,2,69.294,391.6,18.147,70.013,Medium
0,1,female,1,58.833,329.98,19.947,60.204,Low
0,1,female,0,32.092,314.9,17.389,75.221,Low
2,3,female,1,53.584,320.69,13.693,50.912,High
0,1,female,1,57.732,373.98,20.778,52.882,Low
0,2,female,3,64.87,310.64,16.428,58.879,Low
0,2,male,2,51.341,304.26,16.09,47.712,Medium
0,1,male,1,77.022,264.69,13.325,37.074,Medium
0,1,female,1,64.073,351.5,21.721,71.567,Medium
0,2,male,1,51.538,269.57,20.638,56.258,Medium
0,1,male,3,22.669,280.51,12.667,40.436,Low
0,1,female,0,68.62,305.1,14.37,64.012,Medium
0,2,female,1,17.824,281.92,15.272,57.799,Medium
0,1,male,1,54.584,455.36,22.131,87.427,Low
0,2,male,1,80.108,362.07,20.084,78.803,Medium
2,4,male,2,51.403,246.33,21.629,69.19,Medium
0,1,female,2,57.987,337.7,13.414,0,Medium
0,1,female,0,75.218,399.36,16.186,84.799,Low
1,3,male,2,77.013,314.89,22.3,80.904,Medium
1,3,male,1,80.15,287.6,15.965,63.177,Medium
2,4,male,1,67.19,345.42,13.166,44.486,Medium
0,2,male,2,71.11,404.55,17.446,58.337,Low
0,2,male,1,64.717,322.93,16.66,64.72,Medium
0,2,male,0,55.337,261.11,12.502,53.199,Medium
1,3,male,2,49.099,312.44,18.392,59.033,Medium
0,2,male,1,53.039,285.08,18.138,59.319,Medium
2,4,male,1,48.169,276.04,16.793,50.57,Medium
0,1,male,0,43.536,311.14,11.758,48.907,Low
0,2,female,1,63.487,313.24,14.426,49.431,Medium
0,2,female,1,68.507,287.29,24.033,53.988,Medium
0,2,male,2,41.807,275.52,19.037,69.564,Low
0,4,male,1,50.08,336.81,13.245,62.441,High
0,2,male,1,53.256,281.53,16.438,84.622,Medium
1,3,male,1,41.6,237.03,18.024,64.742,Medium
0,2,male,1,44.178,411.55,10.913,36.156,High
3,5,male,2,84.588,422.82,15.896,78.253,Medium
0,1,female,1,79.946,492.73,16.895,53.12,Medium
0,1,female,1,40.942,266.7,14.644,68.905,Medium
0,1,female,1,77.073,346.77,18.943,47.685,Medium
0,2,male,2,45.125,300.8,17.805,60.63,Medium
0,1,female,3,49.272,372.17,16.862,62.268,Medium
0,1,female,1,71.565,294.89,15.11,48.41,Low
0,2,male,5,77.543,353.11,19.927,72.397,Low
1,4,male,0,81.257,395.04,13.51,67.197,Medium
0,1,female,2,80.249,422.15,20.358,37.678,Low
1,2,female,0,28.477,288.59,19.727,70.446,Medium
0,2,male,1,55.009,338.67,19.085,73.456,Medium
2,3,female,1,54.799,350,19.025,82.692,Medium
0,1,female,1,68.115,283.39,19.953,48.736,Low
0,2,male,0,52.295,220.59,17.368,67.289,Medium
0,1,female,0,60.013,252.66,13.046,52.631,Medium
0,1,female,0,48.204,267.42,14.956,39.163,Low
0,1,female,0,52.518,283.2,18.063,61.139,Low
0,2,male,1,31.074,239.49,15.007,41.869,Medium
0,2,male,1,53.097,387.83,17.668,30.181,Medium
0,1,female,0,61.567,361.43,14.908,0,Medium
0,2,male,1,83.191,446.57,14.721,51.013,Medium
0,1,female,1,66.263,274.19,24.023,72.648,Low
1,7,female,2,77.522,308.31,17.179,82.946,Medium
1,3,male,2,75.375,323.47,19.092,68.561,Medium
0,1,female,0,46.648,311.25,14.899,0,Medium
0,2,male,0,53.247,417.54,11.714,56.424,Medium
0,1,female,0,57.628,321.69,15.905,49.66,Low
1,3,male,0,49.761,301.03,18.959,51.848,Medium
1,2,female,1,64.34,309.2,18.584,76.68,Medium
1,3,male,3,53.006,286.22,12.553,51.809,Medium
0,2,male,0,60.413,380.78,23.597,69.748,Medium
1,3,male,1,53.103,284.05,14.98,52.593,Medium
0,1,female,2,53.8,269.94,19.103,89.541,Low
0,2,male,2,60.937,266.23,17.101,60.506,Medium
2,3,female,1,57.407,243.83,18.945,45.639,High
0,2,male,2,67.023,352.25,17.173,81.794,Medium
0,1,female,1,61.458,361.07,21.422,61.76,Low
0,2,male,1,51.3,338.22,17.429,56.705,Medium
3,4,female,1,51.276,207.68,14.283,44.167,Low
0,3,male,1,35.46,295.44,23.06,71.837,Medium
2,3,female,1,56.018,236.33,16.9,29.002,Low
0,1,female,2,62.802,338.76,16.866,69.776,Low
0,1,female,0,49.024,308.87,22.748,68.588,Low
0,2,male,1,49.108,301.86,14.761,69.702,Medium
0,2,male,0,49.821,318.93,21.55,53.793,Medium
1,3,male,2,38.141,291.21,19.201,48.634,Medium
0,2,male,1,70.447,274.28,20.034,72.589,Medium
NA,NA,NA,1,38.802,236.32,9.457,78.02,NA
1,3,male,2,42.866,261.43,11.925,40.584,Medium
1,4,male,2,38.131,266.34,19.86,70.89,Medium
1,3,male,1,60.975,238.06,16.442,57.769,High
0,1,male,0,47.544,255.92,18.002,63.83,Low
0,1,female,1,70.651,324.21,16.304,47.711,Low
0,2,male,0,41.139,357.83,15.039,92.972,High
0,2,male,1,79.122,353.29,15.231,66.36,Medium
0,2,male,1,59.593,349.51,16.658,69.853,Medium
0,3,female,1,47.555,232.08,18.334,37.353,Medium
0,2,male,2,64.095,256.66,18.576,43.096,Medium
0,2,female,0,39.435,299.72,19.586,64.469,Medium
2,3,female,0,63.78,320.9,16.694,95.427,Low
0,2,male,1,72.54,346.85,15.012,61.802,Medium
1,3,male,2,87.848,373.64,17.74,66.529,High
0,2,male,1,59.142,384.66,11.806,53.977,Medium
0,2,male,2,47.779,314.35,19.53,54.542,Medium
0,2,male,2,57.996,377.69,17.233,50.923,Low
0,2,male,1,37.68,286.54,18.584,81.501,Low
0,2,male,1,71.823,372.15,20.33,74.554,Medium
0,1,female,1,55.603,345.18,17.678,63.125,Medium
0,2,male,0,69.96,354.9,15.532,57.329,Medium
0,2,male,1,56.544,327.22,19.077,58.193,Medium
0,1,female,1,70.716,388.35,19.63,47.592,Low
0,1,male,1,35.918,366.84,19.614,91.368,Low
0,3,male,1,61.578,268.98,12.97,55.498,Medium
0,1,male,0,66.534,294.15,18.355,52.003,Low
2,4,male,0,36.332,199.36,12.054,47.607,Medium
0,2,male,1,73.515,325.35,18.731,41.227,Medium
0,3,female,0,70.119,284.74,14.981,73.385,Low
0,2,male,2,62.088,472.29,19.928,43.735,Medium
2,3,female,1,46.462,291.32,18.582,54.305,Low
0,2,male,1,62.668,357.5,13.224,34.148,Medium
0,1,female,0,69.242,307.88,19.952,53.051,Low
0,2,male,0,59.362,352.16,18.855,64.605,Medium
0,1,female,1,56.038,421.03,20.029,80.009,Low
0,1,male,0,38.742,229.39,15.367,57.122,Low
3,6,male,1,55.625,294.81,16.461,63.409,Medium
0,3,female,0,55.926,331.32,14.909,62.315,Medium
0,1,male,1,54.518,267.84,17.32,56.714,Medium
0,2,male,0,64.506,336.46,14.228,47.909,Low
0,2,male,2,71.142,396.6,16.537,72.834,Medium
0,1,female,0,58.104,344.44,15.894,69.24,Low
0,3,female,2,57.004,335.8,13.665,60.059,Medium
0,2,male,1,76.977,304.83,16.876,48.444,Medium
2,4,male,1,63.133,316.22,14.546,54.943,High
0,2,male,1,80.94,337.64,17.139,83.906,Low
2,5,male,2,69.753,258.56,20.573,66.306,High
2,4,male,1,63.361,395.66,20.656,60.486,Medium
0,2,male,0,51.536,290.86,11.845,114.84,Medium
1,3,male,1,42.439,280.51,17.198,61.444,Medium
1,9,male,0,68.383,285.38,18.394,79.883,High
0,2,male,0,63.101,340.75,16.767,65.664,Medium
3,5,male,1,57.328,316.58,13.328,39.403,Medium
0,2,male,2,50.856,347.92,12.711,91.757,Medium
2,4,male,2,62.151,260.17,20.586,59.847,Medium
2,4,female,0,58.744,349,24.301,83.184,Medium
0,2,male,1,70.659,361.43,14.383,85.689,Medium
0,1,male,1,55.246,243.27,16.273,18.944,Medium
0,1,male,0,44.345,380.31,16.652,69.503,Medium
1,3,male,2,47.757,303.15,14.239,42.38,Medium
0,2,male,1,52.815,257.7,18.48,0,Medium
0,2,male,1,38.9,337.35,21.93,62.049,Medium
0,1,female,1,46.805,327.74,13.884,56.952,Medium
0,1,male,0,36.663,272.84,14.977,59.745,Low
0,1,male,1,49.318,345.52,15.353,52.675,Medium
1,3,male,0,45.525,301.64,18.887,49.425,Low
0,2,male,1,67.942,332.97,18.185,48.381,Medium
0,1,male,2,58.882,275.12,18.909,100.575,Low
0,2,female,1,54.643,315.72,17.287,94.299,Low
0,1,female,0,68.942,295.25,16.37,30.556,Low
0,1,female,1,49.163,320.9,19.821,52.31,Low
2,4,female,1,56.14,271.73,19.748,46.839,Medium
0,2,male,0,79.047,360.3,21.284,39.446,Low
0,2,male,2,69.395,344.41,21.544,110.169,Low
0,1,female,1,59.284,367.22,19.622,50.274,Low
0,2,male,3,61.185,309.13,16.652,71.673,Medium
0,1,female,1,45.737,263.91,18.38,72.459,Low
4,6,male,1,61.934,332.67,16.558,42.268,Medium
0,2,male,1,61.466,327.95,18.268,69.622,High
0,1,female,0,47.349,294.23,19.272,62.96,Medium
0,1,male,1,84.009,389.64,18.065,63.927,Medium
0,3,male,1,61.242,336.31,16.152,55.193,Medium
0,1,male,2,79.293,333.46,17.914,34.171,Medium
0,2,male,0,58.761,327.79,16.262,0,Low
0,2,female,1,86.345,335.28,20.479,73.357,Medium
3,5,female,1,56.97,264.35,8.844,36.989,Medium
1,3,male,2,37.087,301.25,20.763,40.422,Medium
0,1,male,2,47.002,276.73,22.621,0,Low
0,1,female,1,62.209,364.93,16.491,85.168,Low
0,3,male,4,62.322,380.36,16.499,82.177,High
2,4,male,1,65.332,348.51,8.007,30.946,Medium
0,2,female,1,78.726,401.9,15.054,76.528,Low
0,2,male,3,58.949,309.74,18.097,73.131,Medium
0,2,male,2,59.607,283.19,16.422,73.633,Medium
0,1,male,1,53.018,380.8,21.249,53.887,Medium
0,2,female,2,40.875,297.88,17.125,53.586,High
2,4,female,1,60.059,298,14.031,55.355,Medium
0,2,male,2,73.942,345.18,19.14,46.744,Medium
0,2,male,2,50.764,381.12,15.61,56.346,Medium
0,3,male,0,78.355,300.31,22.101,46.619,Medium
0,2,male,1,71.84,334.22,19.044,63.669,Medium
0,2,female,1,54.43,269.71,14.217,54.731,Medium
2,4,male,2,61.416,303.62,20.787,54.479,Medium
0,1,female,1,69.006,378.12,11.813,62.876,Medium
2,5,male,1,47.499,257.85,22.312,89.558,Medium
3,5,male,1,74.575,418.46,13.762,74.306,Medium
0,1,female,1,51.131,348.14,19.784,81.296,Medium
2,3,female,1,53.97,364.37,14.032,54.499,Low
0,1,female,1,61.163,317.65,16.751,51.733,Low
0,2,female,0,67.027,293.73,20.255,75.878,Medium
0,1,female,1,65.414,279.44,19.265,80.619,Medium
0,2,male,1,75.762,314.19,17.743,59.377,Medium
0,2,male,0,52.752,413.03,11.445,63.503,Medium
2,3,female,2,54.798,301.49,17.211,51.357,Low
0,1,female,1,73.61,340.49,19.759,65.343,Medium
0,3,male,1,47.596,393.86,18.666,75.905,Medium
1,3,female,0,57.821,259.17,14.087,60.804,Medium
1,3,male,0,42.477,444.1,14.289,86.6,Medium
0,1,male,0,22.535,181.22,21.506,42.049,Low
1,4,male,1,37.239,224.85,20.361,63.79,Medium
0,2,female,2,60.353,284.05,15.462,42.721,Medium
0,3,male,0,54.752,353.86,18.947,66.322,Low
0,2,male,4,57.598,269.7,21.905,60.253,Medium
0,1,female,1,45.111,372.16,18.329,79.822,Medium
0,2,female,0,50.022,317.51,16.958,55.328,Medium
0,2,male,1,55.012,262.12,17.895,57.887,Low
0,4,male,1,61.954,313.78,15.766,42.919,Medium
0,2,male,2,65.506,368.5,17.494,73.866,Medium
0,1,male,0,22.291,263.43,15.44,79.581,Low
0,1,female,1,64.482,308.55,10.993,102.866,Low
0,1,female,0,64.391,283.75,13.081,58.025,Low
2,4,female,1,57.881,245.43,14.615,73.454,Medium
2,3,male,1,66.321,275.33,19.167,46.431,Medium
0,1,male,1,68.911,273.14,19.569,55.277,Low
0,1,male,1,61.672,262.64,19.25,52.863,Medium
0,1,female,0,70.727,312.99,20.251,71.221,Low
2,3,female,1,44.576,312.97,14.703,69.247,Low
0,2,male,1,52.367,248.48,17.1,81.097,High
1,2,female,2,75.421,317.5,17.125,58.272,Medium
1,2,female,4,52.512,236.74,14.323,104.059,Medium
0,2,male,0,40.544,335.27,21.558,65.677,Medium
1,8,male,1,80.734,348.69,14.188,48.542,High
0,2,male,1,51.107,249.08,17.473,76.958,Low
1,5,male,1,28.984,288.99,14.559,67.149,High
0,2,male,1,59.156,458.38,19.319,89.605,Medium
0,1,female,1,80.908,358.37,16.79,0,Low
0,2,female,1,53.593,287.96,14.665,42.742,Medium
0,2,male,0,82.102,407.75,16.313,63.423,Medium
5,7,male,2,53.221,282.92,19.919,74.17,High
0,2,male,1,44.64,319.39,15.183,73.996,Medium
0,2,female,2,68.284,339.16,20.699,59.563,Medium
0,1,male,1,51.764,263.37,16.004,54.563,Low
0,2,male,1,68.826,304.13,15.349,43.99,Low
0,2,male,1,76.162,373.53,13.889,65.069,Low
0,2,male,0,90.784,337.62,23.368,41.058,Low
1,3,female,4,75.784,383.71,25.848,60.233,Medium
0,2,male,0,46.53,268.78,14.228,48.304,Medium
1,3,male,2,61.83,312.29,15.512,69.681,Medium
0,2,male,1,34.987,236.13,16.174,70.986,Medium
5,6,female,1,54.421,261.08,13.612,46.913,Medium
0,2,male,1,65.351,383.39,11.714,62.793,High
0,1,female,1,73.481,389.44,23.136,62.561,Medium
0,2,male,1,53.077,288.47,14.287,51.249,Medium
2,4,male,1,44.268,261.54,20.492,57.996,Medium
0,2,female,0,71.288,317.38,21.323,51.768,Medium
0,2,male,1,90.221,304.71,18.739,52.696,Medium
0,2,male,1,55.782,309.11,14.002,68.606,Medium
0,1,female,1,57.556,381.13,21.675,74.666,Low
0,1,male,1,64.262,337.7,17.69,97.356,Low
0,2,male,1,57.709,335.63,13.808,74.344,High
1,3,male,2,61.021,376.42,16.821,79.024,Medium
0,2,male,1,64.642,368.06,14.265,43.339,Medium
0,3,female,2,65.597,366.64,14.971,56.995,Medium
0,3,male,0,46.011,258.99,15.806,39.429,High
1,3,male,1,59.072,326.03,21.456,69.646,Medium
0,2,male,1,64.85,318.14,14.129,75.215,Medium
0,4,female,0,75.904,383.54,16.438,59.673,Medium
2,4,male,1,28.899,264.67,15.36,0,Medium
0,2,male,1,76.012,261.29,20.674,52.897,Medium
0,2,male,2,55.763,292.6,15.267,41.965,Low
0,2,male,1,44.034,295.02,11.407,39.717,Medium
0,1,female,1,53.186,320.37,22.249,60.419,Low
2,3,female,0,29.945,283.17,14.679,81.128,Medium
0,2,male,1,68.587,322.79,16.508,61.653,Medium
0,3,female,0,48.977,298.37,23.572,78.586,Low
0,4,male,1,50.825,275.58,13.571,58.167,Medium
0,2,male,1,65.768,361.18,11.326,44.301,Medium
0,3,male,0,60.363,338.21,18.951,70.959,Medium
2,5,female,1,71.475,314.14,19.971,71.109,Medium
0,2,male,0,49.595,258.73,16.878,40.594,Medium
0,1,female,1,48.835,348.65,18.159,64.54,Low
0,3,male,0,70.816,330.13,18.802,50.943,Medium
0,2,female,2,61.843,309.35,15.011,64.245,Medium
0,1,female,0,64.297,358.31,14.766,77.859,Low
0,2,male,1,32.506,325.46,16.668,51.977,Medium
1,3,male,0,39.29,251.88,10.449,45.155,Medium
2,4,male,0,71.148,362.43,22.077,0,Medium
2,4,male,1,69.562,381.34,18.843,58.843,High
0,1,female,1,61.172,307.82,19.123,0,Low
2,3,female,1,60.629,278.86,15.859,39.627,Low
0,3,male,0,55.495,309.19,17.214,56.892,Medium
0,1,female,0,47.407,229.31,16.861,67.533,Medium
0,1,male,2,57.229,295.19,16.048,39.947,Low
0,2,male,2,49.13,285.66,17.388,52.529,Medium
0,2,male,1,35.971,194.03,14.737,45.073,Medium
0,2,male,0,48.269,322.49,17.214,53.514,Medium
0,1,male,0,62.848,348.26,22.6,46.918,Medium
0,2,female,0,69.185,290.78,22.244,46.157,Medium
0,2,male,1,73.913,393.99,19.073,50.632,Medium
0,2,female,0,50.193,392.84,11.13,53.191,Medium
1,3,male,1,52.682,296.53,17.434,49.364,Medium
0,2,female,1,46.332,260.03,16.892,74.866,Medium
0,2,male,2,67.367,278.33,21.027,32.889,Medium
0,1,female,0,65.797,337.74,20.424,43.431,Medium
2,4,male,1,64.378,295.44,16.449,82.02,Medium
1,3,male,1,49.024,267.21,23.708,60.366,Low
0,1,male,0,75.837,356.88,14.074,51.596,Medium
2,4,male,2,49.391,321.94,12.193,43.345,High
0,2,male,0,66.312,341.8,20.221,107.269,Medium
0,1,female,1,78.818,335.1,11.446,92.287,Low
0,1,male,2,59.217,317.12,13.173,36.053,Medium
1,2,female,2,57.211,332.96,19.135,99.143,Low
2,4,male,2,39.508,255.12,16.876,62.81,Medium
0,2,male,1,61.525,407.27,16.036,67.443,Medium
0,2,male,1,79.229,370.72,16.747,53.186,Medium
