Platform,genre,avg.review,daily.listens,total.reviews,subscribers
Apple Podcasts,Comedy,4.66,4607.98,550,641.08
Apple Podcasts,Comedy,4.54,4823,927,629.92
Spotify,News & Culture,4.67,4258.7,1235,265.42
Apple Podcasts,Documentary,4.46,4457.9,1062,932.47
Apple Podcasts,News & Culture,4.29,4596.48,1410,302.49
Apple Podcasts,Comedy,4.61,4807.78,727,663.51
Spotify,Documentary,4.25,4440.05,1025,775.76
Apple Podcasts,Comedy,3.99,4619.9,1162,229.73
Apple Podcasts,Documentary,0,4424.61,0,920.8
Apple Podcasts,News & Culture,2.8,4090.22,759,319.6
Apple Podcasts,Comedy,4.5,4724.27,959,467.12
Apple Podcasts,News & Culture,4.07,4413.39,888,419.66
Apple Podcasts,News & Culture,4.06,4253.95,1147,309.84
Apple Podcasts,Comedy,4.8,4718.49,884,504.62
Apple Podcasts,Comedy,4.05,4664.16,1137,648.16
YouTube,Comedy,4.25,4770.12,979,420.96
Apple Podcasts,Documentary,5,4524.59,1342,692.02
Apple Podcasts,News & Culture,4.1,4484.08,925,800.83
Apple Podcasts,Comedy,4.45,4633.25,796,561.01
Apple Podcasts,Comedy,4.57,4787.9,941,592.19
Spotify,News & Culture,4.66,4395.74,1123,448.55
Apple Podcasts,News & Culture,4.15,4568.54,1048,426.19
Apple Podcasts,Documentary,4.14,4412.95,1251,761.66
Apple Podcasts,News & Culture,3.75,4531.77,759,656.08
Spotify,Comedy,4.62,4793.82,954,631.15
YouTube,News & Culture,4.05,4558.13,839,679.51
Spotify,News & Culture,4.45,4728.49,1232,536.93
BBC Sounds,News & Culture,4.5,4558.4,885,583.67
YouTube,News & Culture,3.85,4540.02,842,540.61
Apple Podcasts,News & Culture,4.54,4490.72,849,546.79
BBC Sounds,News & Culture,4.75,4557.9,973,585.41
Apple Podcasts,Comedy,4.66,4878.53,999,671.95
Apple Podcasts,News & Culture,4.25,4874.75,1202,668.67
Apple Podcasts,News & Culture,4.83,4350.38,849,546.47
YouTube,Comedy,4.66,4793.86,879,697.3
Apple Podcasts,Documentary,4.07,4459.99,1313,851.71
Spotify,Documentary,4.8,4371.3,1182,808.48
Apple Podcasts,Comedy,4.75,4869.84,1246,574.19
Apple Podcasts,Comedy,4.41,4661.47,1128,650.21
Apple Podcasts,News & Culture,4.8,4712.62,1283,691.23
Spotify,News & Culture,4.24,4477.37,992,337.02
Apple Podcasts,Comedy,4.1,4803.41,817,542.72
YouTube,Documentary,4.18,4351.96,1032,660.96
Spotify,Comedy,4.1,4886.13,1059,645.43
Spotify,News & Culture,2.63,4245.13,799,478.69
Spotify,Comedy,4.71,4643.94,704,697.81
Spotify,News & Culture,4.13,4280.49,524,507.47
Spotify,News & Culture,4.31,4246.4,758,295.69
Apple Podcasts,News & Culture,4.36,4414.51,884,435.21
Apple Podcasts,Comedy,4.38,4776.54,1067,566.17
Spotify,News & Culture,3.81,4415.27,783,339.62
Apple Podcasts,Comedy,4.5,4819.99,939,550.63
Apple Podcasts,Documentary,4.2,4396.88,872,725.82
YouTube,Comedy,3.81,4645.17,1125,355.48
Spotify,Comedy,4.76,4637.22,1075,564.17
Spotify,Comedy,4.88,4521.53,920,736.15
Apple Podcasts,Documentary,4.25,4348.17,797,799
Apple Podcasts,News & Culture,4.43,4478.39,819,629.65
YouTube,Comedy,4.02,4986.31,1089,643.13
Apple Podcasts,Documentary,4.24,4430.32,1339,780.1
YouTube,Comedy,4.72,4731.89,1005,512.01
Apple Podcasts,News & Culture,4.52,4277.05,889,504.98
Apple Podcasts,Documentary,4.5,4342.81,697,861.64
Apple Podcasts,Documentary,4.23,4212.16,1195,728.28
Spotify,Comedy,4.74,4545.73,874,475.94
Apple Podcasts,Comedy,4.29,4738.22,1172,502.61
Apple Podcasts,Comedy,5,4575.61,972,449.96
Apple Podcasts,Comedy,4.83,4593.67,1046,345.18
Apple Podcasts,News & Culture,4.7,4575.84,874,667.87
Spotify,Documentary,3.75,4370.11,953,1027.47
BBC Sounds,Documentary,4.71,4214.79,924,931.83
BBC Sounds,Documentary,3.6,4419.87,930,778.23
Apple Podcasts,Documentary,4,4375.81,1049,928.7
Apple Podcasts,Documentary,4.69,4267.78,798,739.52
Apple Podcasts,Documentary,4.76,4401.64,1185,800.99
Spotify,News & Culture,3.59,4043.51,608,368.27
Apple Podcasts,News & Culture,4.75,4313.07,667,569.36
Apple Podcasts,Comedy,4.74,4671.5,1112,534.57
Apple Podcasts,Comedy,4.74,4683.25,996,484.18
Apple Podcasts,Comedy,4.51,4599.62,883,533.58
Spotify,Comedy,4.72,4592.66,1165,582.56
Apple Podcasts,News & Culture,4.59,4472.42,1071,370.97
Apple Podcasts,Documentary,4.5,4311.18,1008,714.86
YouTube,Documentary,4,4299.2,880,694.79
Apple Podcasts,Documentary,4.66,4356.44,916,900.19
Apple Podcasts,News & Culture,5,4370.71,770,664.67
Apple Podcasts,News & Culture,4.3,4478.44,932,417.05
Spotify,News & Culture,3.33,4360.53,817,716.3
Apple Podcasts,Comedy,4.35,4604.17,848,525.32
Apple Podcasts,News & Culture,3.44,4431.28,877,624.52
Apple Podcasts,News & Culture,3.75,4669.65,1049,582.55
Spotify,Documentary,4.47,4139.2,811,808
Spotify,News & Culture,4.55,4353.09,820,376.43
Apple Podcasts,Documentary,4.3,4254.42,1105,898.85
Apple Podcasts,Documentary,3.6,4315.98,894,889.43
Apple Podcasts,Documentary,4.71,4309.46,979,1000.82
Apple Podcasts,Comedy,4.04,4690.5,752,557.93
Apple Podcasts,Comedy,4.82,4848.64,1052,568.28
Spotify,News & Culture,4.4,4584.81,678,763.12
Apple Podcasts,Documentary,4.33,4346.45,948,694.97
YouTube,Documentary,4.56,4221.82,1079,891.69
Apple Podcasts,Comedy,5,4715.67,910,712.39
Apple Podcasts,Documentary,3.87,4283.38,1079,848.69
YouTube,News & Culture,4.53,4447.54,689,514.24
Apple Podcasts,News & Culture,4.14,4422.48,723,609.59
Spotify,Comedy,4.63,4775.66,1135,518.49
Apple Podcasts,Documentary,4.87,4269.77,763,858.67
Apple Podcasts,Documentary,4.4,4499.36,1401,782.72
Spotify,News & Culture,4.79,4417.51,884,358.99
Apple Podcasts,Comedy,4.05,4713.21,790,717.72
Apple Podcasts,Documentary,3.62,4366.72,1400,690.67
Apple Podcasts,News & Culture,4.64,4313.46,823,547.46
Spotify,Comedy,3.91,4531.8,806,397.38
Apple Podcasts,Comedy,4.61,4681.47,637,731.78
Apple Podcasts,Comedy,4.19,4803.81,927,416.44
Apple Podcasts,Comedy,4.12,4390.89,842,367.94
Apple Podcasts,Documentary,0,4106.55,0,713.28
Apple Podcasts,Documentary,4.25,4453,1163,744.02
Spotify,Documentary,4.34,4404.67,976,898.1
Apple Podcasts,News & Culture,4.8,4683.41,934,397.93
Spotify,Documentary,4.73,4375.89,1056,818.1
Apple Podcasts,Documentary,4.32,4301.77,980,878.74
Spotify,Documentary,4.88,4370.23,810,896.95
YouTube,News & Culture,5,4304.22,1009,455.16
Spotify,Comedy,4.73,4696.51,704,828.41
Apple Podcasts,News & Culture,4.06,4524.71,782,628.5
Apple Podcasts,News & Culture,4.43,4405.61,644,487.81
Spotify,Comedy,4.08,4550.7,920,690.52
Apple Podcasts,Comedy,4.46,4664.49,1161,263.86
Apple Podcasts,Documentary,5,4394.84,999,911.13
Apple Podcasts,Comedy,4.67,4495.29,612,580.17
Apple Podcasts,Documentary,4.67,4335.39,1187,614.91
Apple Podcasts,Documentary,4.27,4396.06,955,931.76
Apple Podcasts,News & Culture,4.5,4563.86,1032,278.55
Apple Podcasts,News & Culture,4.68,4313.87,826,415.8
Apple Podcasts,News & Culture,4.63,4498.13,1085,471.56
Apple Podcasts,News & Culture,4.88,4489.07,1051,346.37
YouTube,News & Culture,4.18,4416.27,664,460.17
Apple Podcasts,News & Culture,4.66,4511.67,910,737.14
YouTube,Documentary,4.01,4316.76,1235,655.98
Spotify,Documentary,4.5,4425.74,1089,735.93
Spotify,News & Culture,0,4265.99,0,358.27
Apple Podcasts,Documentary,3.84,4459.76,878,831
Apple Podcasts,News & Culture,4.36,4556.42,1056,706.18
Apple Podcasts,Comedy,4.39,4605.43,744,367.25
Apple Podcasts,Documentary,4.72,4356.36,921,772.74
Apple Podcasts,News & Culture,4.06,4263.52,1081,381.24
Apple Podcasts,Documentary,4.38,4142.14,1015,804.17
Apple Podcasts,News & Culture,4.5,4342.53,544,672.58
Apple Podcasts,Comedy,3.92,4566.21,930,181.33
Apple Podcasts,Documentary,4.85,4262.05,988,556.35
Apple Podcasts,Documentary,4.47,4303.22,1017,703.86
Apple Podcasts,Documentary,2.9,4490.14,1228,787.09
Apple Podcasts,Documentary,4.39,4467.63,1246,764.15
Apple Podcasts,News & Culture,3.34,4495.93,1034,498.37
Spotify,Comedy,3.96,4617.93,1217,473.07
Apple Podcasts,Comedy,4.17,4680.28,821,723.55
Apple Podcasts,News & Culture,4,4415.25,762,567.85
Apple Podcasts,Documentary,1.68,4331.01,818,988.01
Apple Podcasts,News & Culture,4.73,4498.44,1033,369.18
Apple Podcasts,Comedy,3.97,4535.53,884,571.86
Spotify,Documentary,3,4443.16,1042,886.91
BBC Sounds,Comedy,4.73,4557.06,876,446.67
Apple Podcasts,News & Culture,4.77,4382.05,720,425.3
Apple Podcasts,News & Culture,4.51,4525.18,1120,369.42
Apple Podcasts,Comedy,4.84,4657.02,899,499.97
Apple Podcasts,Documentary,4.66,4399.1,996,832.57
Apple Podcasts,News & Culture,4.03,4753.63,850,690.17
Apple Podcasts,News & Culture,4.37,4515.63,1187,466.35
Apple Podcasts,Comedy,3.76,4929.51,1038,557.69
Apple Podcasts,Documentary,4.63,4397.92,988,930.55
Spotify,Comedy,4.48,4624.65,718,415.33
YouTube,Documentary,4.73,4226.58,772,806.15
Apple Podcasts,Comedy,4,4500.9,670,641.49
Apple Podcasts,Comedy,4.51,4627.86,885,535.77
Apple Podcasts,News & Culture,4.29,4387.19,973,316.43
Apple Podcasts,Documentary,4.01,4385.34,1002,721.7
Apple Podcasts,News & Culture,4.66,4394.79,786,681.35
Apple Podcasts,Documentary,5,4260.91,1041,805.25
Apple Podcasts,Comedy,4.06,4819.73,1140,570.59
Apple Podcasts,Comedy,4.92,4612.2,901,477.76
Apple Podcasts,Comedy,4.64,4492.31,992,477.42
Apple Podcasts,News & Culture,3.7,4333.72,880,336.98
YouTube,News & Culture,4.5,4626.22,663,645.84
Apple Podcasts,Documentary,4.2,4257.91,796,894.76
Apple Podcasts,News & Culture,4,4599.58,1103,455.06
BBC Sounds,Comedy,3.18,5025.18,1093,646.74
Apple Podcasts,Documentary,4.58,4270.13,941,625.54
Apple Podcasts,News & Culture,4.43,4358.5,832,229.76
Apple Podcasts,Documentary,4.86,4564.02,1044,909.24
YouTube,News & Culture,3.93,4580.59,975,483.69
Apple Podcasts,Comedy,4.42,4744.43,894,594.87
Apple Podcasts,Documentary,3.8,4310.55,1200,762.16
Apple Podcasts,News & Culture,4.49,4514.67,617,823.49
Apple Podcasts,News & Culture,4,4453.22,1012,314.94
Apple Podcasts,News & Culture,4.75,4475.5,835,579.26
YouTube,Documentary,4.76,4514.31,1134,952.42
Apple Podcasts,Documentary,4.45,4274.84,1104,846.27
YouTube,News & Culture,3.98,4644.72,826,816.46
Apple Podcasts,News & Culture,4.18,4408.69,679,325.88
Apple Podcasts,Documentary,4.13,4405.68,866,873.38
Apple Podcasts,News & Culture,4.28,4688.57,1017,639.57
Apple Podcasts,News & Culture,4.57,4776.42,1147,522.2
Apple Podcasts,Comedy,4.72,4798.36,1076,739.33
Spotify,Comedy,4.43,4715.42,900,504.34
Apple Podcasts,Comedy,3.95,4744.45,1013,811.03
Apple Podcasts,Comedy,4.39,4650.09,736,663.63
Apple Podcasts,News & Culture,4.62,4634.91,1221,508.16
Apple Podcasts,News & Culture,4.86,4372.83,783,412.46
Apple Podcasts,News & Culture,4,4166.13,1108,390.55
Apple Podcasts,Comedy,4.33,4810.75,998,540.28
Apple Podcasts,News & Culture,5,4489.12,938,608.23
Apple Podcasts,Documentary,4.46,4285.04,931,663.42
Spotify,Documentary,4.83,4429.65,947,798.8
Apple Podcasts,Comedy,4.76,4728.05,1208,645.1
Apple Podcasts,Comedy,3.57,4704.38,911,654.76
Apple Podcasts,Documentary,4.42,4268.52,981,955.36
Apple Podcasts,Comedy,4.38,4784.74,678,646.24
Apple Podcasts,News & Culture,4.11,4484.61,954,750.37
Spotify,Comedy,4.33,4585.35,1041,652.64
Spotify,Documentary,4.4,4342.2,721,1094.61
YouTube,Comedy,3.87,4741.15,1056,565.16
YouTube,Documentary,4.21,4517.62,1198,816.76
YouTube,Comedy,4.49,4877.72,1207,281.41
Apple Podcasts,Comedy,4.35,4724.5,1220,615.19
Apple Podcasts,News & Culture,4.3,4449.69,983,422.05
BBC Sounds,Documentary,4.78,4414.23,993,947.6
YouTube,Comedy,3.74,4745.8,904,677.26
Spotify,News & Culture,4.15,4661.49,962,790.73
Apple Podcasts,Comedy,3.97,4736.64,1236,581.94
Apple Podcasts,Comedy,4.65,4565.16,1069,565.25
Apple Podcasts,Documentary,4.51,4175.64,749,857.19
Spotify,Documentary,4.13,4234.95,1023,721.27
Spotify,Comedy,3.96,4654.56,1118,673.59
Apple Podcasts,Documentary,4.5,4436.24,1132,826.74
Apple Podcasts,News & Culture,4.34,4510.12,933,452.12
Apple Podcasts,News & Culture,3.61,4625.53,958,322.6
YouTube,News & Culture,4.51,4246.38,710,448.73
Spotify,Comedy,4.5,4662.41,1133,679.17
Apple Podcasts,Comedy,4.78,4984.58,1021,576.15
Apple Podcasts,News & Culture,4.45,4380.7,1092,566.54
Apple Podcasts,News & Culture,4.33,4469.04,947,563.18
Spotify,News & Culture,4.25,4568.28,892,737.61
Apple Podcasts,Documentary,4.67,4137.28,929,660.77
Apple Podcasts,Documentary,3.91,4377.73,1075,908.82
Apple Podcasts,Comedy,4.68,4735.01,916,819.12
Apple Podcasts,News & Culture,4.28,4464.18,936,528.39
Apple Podcasts,Comedy,4.66,4695.06,835,432.69
Apple Podcasts,News & Culture,3.71,4416.84,995,483.29
Apple Podcasts,News & Culture,3.56,4278.6,923,603.7
Apple Podcasts,News & Culture,4.92,4424.64,982,548.96
BBC Sounds,Comedy,3.66,4945.11,1305,815.08
Apple Podcasts,Documentary,4.15,4391.68,1183,803.02
Apple Podcasts,News & Culture,4.78,4326.98,834,523.66
Apple Podcasts,Documentary,4.87,4348.52,1025,860.64
Apple Podcasts,News & Culture,4.33,4625.62,835,575.81
Apple Podcasts,News & Culture,4.5,4345.84,905,257.6
Apple Podcasts,Documentary,3.4,4325.19,1062,811.28
Spotify,Comedy,4.49,4572.39,639,651.15
Apple Podcasts,Comedy,3.95,4690.82,1228,604.78
YouTube,News & Culture,4.8,4474.42,549,545.77
Apple Podcasts,News & Culture,4.85,4481.62,980,415.91
Apple Podcasts,Comedy,4.64,4539.62,530,609.17
Apple Podcasts,News & Culture,4.66,4370.05,736,441.13
Apple Podcasts,Documentary,4.65,4192.22,1001,772.83
Apple Podcasts,Documentary,3.66,4429.86,904,829.62
Spotify,News & Culture,4.52,4583.33,813,606.46
Apple Podcasts,Documentary,4.75,4391.6,1052,1085.72
Apple Podcasts,Documentary,4.54,4371.15,1006,960.27
Apple Podcasts,News & Culture,4.54,4472.38,873,505.42
YouTube,Documentary,4.27,4483.53,851,1013.66
Apple Podcasts,News & Culture,4.1,4216.04,1125,465.37
Apple Podcasts,Documentary,3.43,4212.33,1045,821.38
Apple Podcasts,News & Culture,5,4388.15,789,434.88
Apple Podcasts,News & Culture,4.88,4457.01,912,634.43
Apple Podcasts,News & Culture,3.4,4598.7,1026,421.08
Apple Podcasts,Documentary,3.88,4214.16,884,668.02
BBC Sounds,Documentary,4.21,4376.36,1223,1013.9
Spotify,Documentary,3.48,4338.42,1083,518.22
Apple Podcasts,Comedy,4.81,4686.9,903,423.33
Apple Podcasts,News & Culture,4.39,4488.85,1010,470.52
Apple Podcasts,News & Culture,2.97,4473.88,627,298.03
Spotify,Documentary,4.15,4326.65,905,728.04
YouTube,News & Culture,4.52,4457.13,740,473.86
Apple Podcasts,Comedy,4.37,4857.27,695,631.63
Apple Podcasts,Comedy,0,4710.86,0,397.12
Apple Podcasts,Comedy,4.44,4598.27,1003,419.42
Apple Podcasts,Comedy,4.55,4666.48,1125,741.84
YouTube,Comedy,4.51,4685.59,971,401.84
Apple Podcasts,Comedy,4.71,4780.78,1250,577.37
Spotify,Documentary,3.71,4262.09,978,691.99
Apple Podcasts,Documentary,4.9,4345.27,843,1042.81
Apple Podcasts,Comedy,4,4827.04,1107,789.82
Apple Podcasts,Documentary,4.66,4330.95,1006,850.76
Apple Podcasts,Documentary,4.48,4277.86,1003,1014.21
Apple Podcasts,News & Culture,4.33,4755.34,848,753.55
YouTube,News & Culture,4.78,4515.19,823,492.52
Spotify,Documentary,4.84,4381.21,984,769.83
Apple Podcasts,Documentary,4.5,4540.84,1238,856.71
Apple Podcasts,News & Culture,3.45,4351.22,1059,411.47
Apple Podcasts,Comedy,4.69,4823.41,904,551.33
Apple Podcasts,Documentary,4.03,4425.21,1121,801.05
Apple Podcasts,Documentary,5,4412.15,1277,804.69
Spotify,Documentary,4.6,4329.86,926,786.88
Apple Podcasts,Documentary,4.52,4170.71,1077,655.26
Spotify,News & Culture,4.4,4526.8,950,569.8
Apple Podcasts,Documentary,3.66,4520.39,1120,925.7
Spotify,Comedy,3.5,4630.3,913,672.62
Apple Podcasts,Documentary,3.5,4356.32,1173,880.08
Apple Podcasts,News & Culture,4.4,4406.33,777,516.08
Apple Podcasts,Documentary,4.83,4292.94,1080,665.94
Apple Podcasts,Comedy,3.75,4623.76,854,526.06
Spotify,Documentary,4.48,4342.59,1103,503.83
Spotify,Documentary,4.61,4291.84,999,944.71
Apple Podcasts,News & Culture,4.51,4608.01,915,763.79
Apple Podcasts,Comedy,5,4805.91,1193,541.85
Apple Podcasts,Comedy,4.4,4691.39,1048,718.21
Spotify,News & Culture,4.08,4861.5,1231,671.85
Apple Podcasts,News & Culture,4.71,4537.73,808,421.32
Spotify,Comedy,3.87,4873.62,947,724.33
Apple Podcasts,Documentary,4.8,4460.83,1180,872.4
Apple Podcasts,News & Culture,4.5,4252.17,816,499.4
Apple Podcasts,Comedy,4.32,4782.68,1121,627.76
YouTube,Comedy,4.61,4774.36,844,511.3
YouTube,Comedy,4.38,4588.23,901,461.51
Apple Podcasts,News & Culture,4.52,4407.24,879,602.55
YouTube,Documentary,5,4196.26,1076,475.32
Apple Podcasts,Documentary,4.5,4164.36,915,705.24
Apple Podcasts,Comedy,4.84,4729.11,747,689.85
Spotify,Comedy,4.42,4816.04,958,549.21
Apple Podcasts,Comedy,4.51,4750.67,941,436.75
Apple Podcasts,News & Culture,4.34,4376.32,745,342.27
Spotify,Documentary,4.85,4316.19,957,819.86
BBC Sounds,News & Culture,4.69,4390.87,822,290.66
Apple Podcasts,Documentary,4.16,4458.28,1012,939.7
Apple Podcasts,Documentary,4.47,4261.91,1022,738.38
Apple Podcasts,Documentary,3.64,4418.59,1305,756.19
Spotify,Documentary,4.3,4250.17,1151,836.42
Apple Podcasts,Comedy,4.3,4707.34,1010,639.3
YouTube,Comedy,4.59,4628.51,894,520.32
Spotify,News & Culture,4.36,4266.43,1242,493.57
Apple Podcasts,Comedy,4.79,4532.57,662,451.2
Apple Podcasts,Comedy,4.69,4744.7,1173,379.23
Apple Podcasts,Comedy,4.63,4514.18,806,580.51
Apple Podcasts,Comedy,3.75,4770.93,1043,711.42
Apple Podcasts,News & Culture,5,4543.85,871,595.35
Apple Podcasts,Comedy,5,4583.96,858,453.8
Apple Podcasts,News & Culture,4.7,4632.75,1049,463.78
Apple Podcasts,Comedy,4.46,4696.79,892,502.12
YouTube,Documentary,5,4372.58,951,686.91
Spotify,Documentary,4.25,4464.89,1166,1059.05
Apple Podcasts,News & Culture,3.81,4661.61,937,478.38
Apple Podcasts,News & Culture,4.45,4499.17,892,465.99
YouTube,Documentary,4.31,4231.74,1070,779.75
Apple Podcasts,Comedy,4.3,4835.2,1116,543.22
Apple Podcasts,Comedy,4.26,4518.8,841,461.55
Spotify,News & Culture,4.18,4634.62,1101,305.56
YouTube,Comedy,4.35,4798.89,1281,567.79
Apple Podcasts,Documentary,4.66,4351.6,953,1034.08
YouTube,Documentary,4.35,4378.78,1142,708.41
Spotify,Documentary,4,4390.98,1237,664.13
Apple Podcasts,News & Culture,4.26,4462.26,878,581.13
Apple Podcasts,News & Culture,4.5,4295.6,848,323.66
Apple Podcasts,Documentary,4.8,4125.53,797,657.33
Apple Podcasts,Documentary,4.56,4341.65,1278,821.6
Spotify,Comedy,3.16,4409.86,890,703.25
Apple Podcasts,Comedy,3.95,4638.43,688,516.64
Apple Podcasts,Comedy,4.31,4601.93,1007,477.2
Apple Podcasts,News & Culture,4.58,4770.96,1232,454.22
Apple Podcasts,Comedy,4.45,4709.7,1468,243.43
Apple Podcasts,News & Culture,4.81,4284.49,1004,261.93
Spotify,Documentary,4.55,4469.71,1272,699.65
Apple Podcasts,Documentary,4.43,4454.76,1346,615.15
YouTube,Comedy,4.77,4715.78,1235,443.76
Apple Podcasts,News & Culture,4.43,4631.38,1181,406.68
YouTube,Comedy,3.71,4620.3,742,600.06
Apple Podcasts,Comedy,4.25,4393.07,886,322.91
YouTube,News & Culture,3.66,4481.43,481,533.91
BBC Sounds,Comedy,4.29,4716.68,895,608.47
Apple Podcasts,News & Culture,3.83,4537.24,1011,436.65
Apple Podcasts,Documentary,4.51,4343.61,968,866.57
Spotify,Comedy,4.62,4606.02,840,485.94
Apple Podcasts,Comedy,4.57,4568.4,836,455.92
YouTube,Documentary,4.8,4359.61,1039,803.58
Apple Podcasts,Comedy,4.15,4686.71,1010,662.16
Apple Podcasts,Comedy,4.33,4636.17,1180,347.23
Apple Podcasts,Comedy,4.71,4789.23,1042,674.82
Apple Podcasts,Comedy,4.38,4590.61,863,587.29
Apple Podcasts,Documentary,4.61,4342.18,848,913.82
Apple Podcasts,News & Culture,4.45,4400.77,863,506.01
Apple Podcasts,News & Culture,4.66,4360.7,1043,618.9
Spotify,Comedy,4.37,4339.24,487,680.48
Spotify,Documentary,4.8,4405.24,960,864.43
Apple Podcasts,Documentary,4.03,4450.24,1112,750.31
Apple Podcasts,Documentary,4.95,4466.23,985,799.86
Apple Podcasts,Documentary,4.61,4179.28,1005,681.73
Spotify,Comedy,4.51,4812.38,969,598.49
Apple Podcasts,Documentary,4.47,4399.68,1137,644.71
Spotify,News & Culture,1.68,4796.94,987,468.28
YouTube,News & Culture,4.19,4643.83,1118,715.41
Apple Podcasts,Documentary,4.55,4281.79,1166,553.92
Apple Podcasts,Comedy,4.5,4592.86,814,392.53
Apple Podcasts,Comedy,4.57,4655.7,762,521.22
YouTube,Documentary,4.5,4416.62,803,802.08
Spotify,News & Culture,4.66,4447.13,977,224.09
YouTube,Documentary,4.33,4320.56,542,741.2
Spotify,News & Culture,4.28,4511.42,746,503.36
Apple Podcasts,Documentary,4.8,4294.22,1026,835.73
Apple Podcasts,Documentary,4.37,4395.05,1075,768.05
Apple Podcasts,Comedy,5,4569.16,842,792.78
Apple Podcasts,Comedy,3.72,4730.79,813,510.66
Apple Podcasts,News & Culture,4.09,4627.79,1043,659.01
Apple Podcasts,Comedy,4.5,4724.47,1106,602.65
Apple Podcasts,Comedy,4.63,4626.12,605,618.11
Spotify,Documentary,4.28,4285.58,1061,704.39
Apple Podcasts,Documentary,4.52,4450.61,961,947.01
Spotify,Documentary,4.32,4416.85,937,747.4
Apple Podcasts,News & Culture,4.4,4516.59,1036,416.63
Apple Podcasts,Comedy,4.69,4720.95,769,582.8
Apple Podcasts,Comedy,5,4476.67,737,461.7
Apple Podcasts,Comedy,4.48,4784.42,1040,738.88
Apple Podcasts,Comedy,4.84,4697.11,1092,483.42
Apple Podcasts,News & Culture,4.65,4469.16,636,685.25
Apple Podcasts,News & Culture,3.9,4530.94,881,434.42
